customer_id,purchase_amount,purchase_date,channel,product_category,transaction_type,customer_tier
127,0.54,12/21/2023,In-store,Books,Full Price,Silver
104,419.12,9/6/2023,In-store,Home,Return,Silver
749,210.24,5/28/2024,Online,Books,Full Price,Silver
915,225.48,5/24/2024,In-store,Apparel,Discount,Platinum
480,107.66,5/26/2024,In-store,Books,Discount,Bronze
155,42.28,6/12/2024,Online,Apparel,Full Price,Platinum
257,224.1,9/22/2023,In-store,Home,Full Price,Bronze
235,34.46,9/27/2023,In-store,Home,Full Price,Silver
500,82.72,5/2/2024,Online,Apparel,Discount,Silver
289,10.51,4/8/2024,Online,Groceries,Discount,Gold
510,255.05,6/5/2024,In-store,Books,Return,Gold
552,15.17,8/25/2023,In-store,Electronics,Full Price,Gold
800,25.48,7/14/2024,In-store,Home,Full Price,Bronze
709,81.67,11/3/2023,Online,Books,Full Price,Gold
785,144.43,3/24/2024,In-store,Books,Return,Bronze
894,96.59,11/6/2023,In-store,Home,Full Price,Bronze
776,26.41,5/13/2024,Online,Apparel,Full Price,Bronze
569,0.09,10/7/2023,In-store,Home,Return,Silver
298,141.53,9/26/2023,In-store,Books,Full Price,Gold
610,421.36,1/12/2024,In-store,Groceries,Full Price,Bronze
137,166.03,12/20/2023,Online,Apparel,Full Price,Bronze
376,61.66,2/24/2024,Online,Home,Full Price,Silver
87,234.1,1/10/2024,In-store,Electronics,Return,Platinum
419,52.74,3/17/2024,In-store,Home,Full Price,Silver
754,74.43,5/20/2024,Online,Books,Full Price,Silver
199,64.84,6/14/2024,In-store,Books,Full Price,Silver
463,59.35,7/14/2024,Online,Electronics,Full Price,Gold
437,149.25,11/8/2023,Online,Apparel,Full Price,Platinum
310,74.82,8/27/2023,Online,Books,Full Price,Silver
596,38.08,7/13/2024,Online,Apparel,Discount,Silver
754,29.86,4/23/2024,Online,Apparel,Full Price,Gold
281,3.85,4/7/2024,In-store,Home,Discount,Platinum
323,87.51,8/21/2023,Online,Apparel,Full Price,Bronze
764,26.13,5/19/2024,In-store,Books,Discount,Silver
702,16.03,10/26/2023,In-store,Books,Full Price,Gold
951,106.08,11/6/2023,In-store,Groceries,Full Price,Silver
942,114.32,3/29/2024,Online,Apparel,Return,Silver
152,139.5,4/7/2024,In-store,Groceries,Full Price,Silver
994,70.03,2/9/2024,In-store,Home,Full Price,Bronze
302,224.48,2/2/2024,In-store,Groceries,Full Price,Bronze
278,275.42,12/19/2023,Online,Apparel,Full Price,Platinum
651,164.7,2/26/2024,In-store,Books,Full Price,Silver
688,100.95,2/19/2024,Online,Home,Full Price,Gold
8,36.2,5/22/2024,Online,Apparel,Discount,Gold
807,407.13,12/23/2023,In-store,Home,Discount,Silver
235,32.04,3/28/2024,In-store,Electronics,Discount,Gold
675,22.65,3/9/2024,Online,Apparel,Full Price,Bronze
561,58.37,2/7/2024,Online,Electronics,Full Price,Silver
302,5.85,3/2/2024,In-store,Groceries,Discount,Silver
38,383.94,2/1/2024,In-store,Apparel,Full Price,Silver
136,88.78,8/20/2023,In-store,Electronics,Discount,Bronze
822,81.41,5/8/2024,In-store,Books,Full Price,Bronze
421,106.65,8/3/2023,In-store,Groceries,Full Price,Bronze
219,68.72,4/2/2024,Online,Apparel,Discount,Silver
348,3.26,3/25/2024,Online,Apparel,Discount,Platinum
808,94.76,7/26/2024,Online,Books,Discount,Platinum
546,125.94,9/2/2023,Online,Books,Discount,Bronze
864,53.91,1/31/2024,Online,Electronics,Discount,Bronze
79,141.59,6/24/2024,In-store,Electronics,Full Price,Bronze
748,25.75,4/7/2024,Online,Electronics,Return,Bronze
895,25.01,4/21/2024,In-store,Home,Discount,Gold
273,17.6,7/24/2024,Online,Groceries,Discount,Platinum
161,46.52,12/27/2023,Online,Apparel,Full Price,Bronze
687,187.74,1/7/2024,In-store,Groceries,Return,Bronze
878,175.97,5/15/2024,Online,Books,Full Price,Bronze
308,48.26,6/7/2024,Online,Groceries,Full Price,Bronze
374,88.95,10/2/2023,Online,Groceries,Full Price,Gold
976,127.59,12/17/2023,Online,Electronics,Full Price,Silver
733,27.6,5/5/2024,In-store,Books,Full Price,Gold
9,18.41,7/22/2024,Online,Groceries,Discount,Silver
801,357.9,9/28/2023,Online,Apparel,Discount,Bronze
444,96.12,10/16/2023,Online,Electronics,Full Price,Bronze
113,398.54,2/19/2024,Online,Groceries,Discount,Bronze
989,41.21,12/6/2023,Online,Books,Full Price,Gold
205,121.41,9/19/2023,Online,Apparel,Full Price,Gold
405,25.18,3/10/2024,Online,Books,Full Price,Gold
698,30.27,9/1/2023,Online,Books,Discount,Bronze
853,71.72,7/14/2024,In-store,Books,Full Price,Gold
197,38.51,5/22/2024,In-store,Home,Full Price,Bronze
778,18.35,2/8/2024,In-store,Apparel,Full Price,Bronze
774,30.5,8/25/2023,Online,Books,Discount,Silver
760,3.64,10/18/2023,Online,Home,Discount,Silver
115,121.88,10/7/2023,In-store,Electronics,Full Price,Gold
121,67.75,8/28/2023,In-store,Home,Full Price,Silver
653,9.9,11/27/2023,In-store,Electronics,Discount,Bronze
65,18.84,1/21/2024,In-store,Home,Discount,Bronze
276,10.82,9/11/2023,Online,Books,Full Price,Bronze
825,94.83,9/30/2023,In-store,Home,Discount,Bronze
239,9.89,11/7/2023,Online,Home,Return,Bronze
302,140.36,1/10/2024,In-store,Books,Full Price,Gold
392,2.07,8/26/2023,Online,Electronics,Full Price,Bronze
522,28.69,3/31/2024,Online,Books,Full Price,Gold
969,221.34,6/4/2024,Online,Apparel,Discount,Silver
369,126.77,8/28/2023,Online,Home,Full Price,Bronze
233,7.58,1/13/2024,In-store,Apparel,Full Price,Silver
195,172.11,4/11/2024,Online,Books,Discount,Gold
907,67.93,3/26/2024,Online,Books,Discount,Silver
12,187.59,6/26/2024,In-store,Groceries,Full Price,Bronze
906,91.81,12/11/2023,In-store,Apparel,Full Price,Platinum
921,114.52,9/26/2023,In-store,Groceries,Full Price,Bronze
689,503.62,6/15/2024,In-store,Apparel,Discount,Platinum
177,26.44,4/8/2024,Online,Groceries,Discount,Bronze
217,97.8,11/20/2023,In-store,Groceries,Full Price,Gold
11,61.68,12/22/2023,Online,Apparel,Full Price,Silver
446,4.03,3/30/2024,In-store,Books,Discount,Silver
630,1.46,2/23/2024,Online,Electronics,Full Price,Bronze
164,12.7,4/27/2024,In-store,Books,Discount,Bronze
551,104.72,4/16/2024,In-store,Electronics,Full Price,Gold
53,83.74,4/3/2024,In-store,Apparel,Discount,Gold
218,80.62,4/22/2024,In-store,Home,Full Price,Silver
718,3.24,4/20/2024,Online,Books,Full Price,Bronze
999,63.36,2/17/2024,In-store,Groceries,Full Price,Bronze
824,258.53,1/28/2024,Online,Books,Discount,Silver
360,50.68,6/30/2024,Online,Apparel,Full Price,Bronze
385,98.06,5/27/2024,In-store,Home,Full Price,Bronze
56,151.33,2/4/2024,In-store,Home,Return,Silver
118,153.21,11/8/2023,Online,Books,Return,Silver
900,73.25,6/25/2024,Online,Books,Return,Bronze
253,195.16,1/13/2024,Online,Books,Full Price,Bronze
798,49.66,8/9/2023,Online,Apparel,Discount,Silver
780,219.55,6/13/2024,Online,Electronics,Full Price,Bronze
803,27.47,10/31/2023,In-store,Electronics,Full Price,Gold
845,32.88,2/15/2024,In-store,Groceries,Full Price,Bronze
180,5.46,11/12/2023,Online,Apparel,Full Price,Bronze
415,158.76,3/21/2024,In-store,Home,Full Price,Gold
870,53.97,10/8/2023,Online,Groceries,Full Price,Silver
235,26.02,8/23/2023,In-store,Home,Discount,Bronze
855,26.37,2/7/2024,Online,Home,Full Price,Silver
708,231.67,7/21/2024,In-store,Books,Full Price,Bronze
820,179.53,1/13/2024,In-store,Home,Full Price,Silver
80,80.64,10/9/2023,Online,Home,Return,Bronze
647,95.74,7/29/2024,In-store,Apparel,Full Price,Gold
22,64.31,12/31/2023,Online,Books,Full Price,Silver
477,49.7,10/10/2023,Online,Books,Full Price,Silver
843,247.07,9/29/2023,In-store,Groceries,Discount,Gold
440,13.42,6/30/2024,Online,Books,Full Price,Silver
737,54.21,6/14/2024,In-store,Electronics,Full Price,Silver
570,42.25,9/9/2023,In-store,Apparel,Full Price,Bronze
93,68.95,11/23/2023,Online,Groceries,Discount,Bronze
192,61.18,1/15/2024,In-store,Electronics,Full Price,Gold
103,73.17,5/4/2024,Online,Home,Discount,Gold
396,15.07,4/14/2024,Online,Electronics,Full Price,Bronze
7,71.98,10/15/2023,In-store,Groceries,Return,Gold
640,27.76,4/15/2024,Online,Books,Full Price,Silver
567,20.37,6/22/2024,In-store,Apparel,Discount,Silver
231,6.7,6/10/2024,In-store,Groceries,Full Price,Bronze
874,143.82,4/11/2024,Online,Electronics,Full Price,Bronze
574,55.76,10/11/2023,In-store,Electronics,Full Price,Silver
240,98.52,5/25/2024,Online,Groceries,Discount,Bronze
90,130.05,1/25/2024,Online,Groceries,Return,Silver
232,113.73,9/4/2023,Online,Groceries,Full Price,Platinum
457,63.58,1/5/2024,Online,Books,Discount,Gold
233,49.09,5/28/2024,In-store,Groceries,Full Price,Silver
354,47.15,5/31/2024,Online,Home,Return,Silver
333,102.18,11/17/2023,Online,Apparel,Full Price,Bronze
439,68.28,3/20/2024,Online,Apparel,Full Price,Platinum
375,189.14,4/1/2024,In-store,Home,Full Price,Platinum
292,207.71,9/5/2023,In-store,Electronics,Discount,Silver
345,18.7,2/12/2024,Online,Electronics,Discount,Bronze
664,14.65,1/4/2024,In-store,Electronics,Full Price,Bronze
428,99.53,10/10/2023,In-store,Electronics,Full Price,Bronze
657,35.84,5/4/2024,Online,Books,Full Price,Silver
130,1.87,2/16/2024,Online,Home,Full Price,Bronze
141,219.5,7/4/2024,In-store,Apparel,Full Price,Silver
415,25.73,12/7/2023,In-store,Home,Full Price,Silver
93,264.9,8/31/2023,In-store,Apparel,Full Price,Bronze
626,126.38,5/30/2024,Online,Electronics,Discount,Gold
284,143.82,11/20/2023,In-store,Books,Discount,Bronze
956,22.5,6/21/2024,In-store,Groceries,Full Price,Gold
923,26.68,7/3/2024,In-store,Groceries,Discount,Bronze
655,73.66,10/27/2023,In-store,Electronics,Full Price,Bronze
223,18.89,5/13/2024,Online,Electronics,Discount,Bronze
744,36.45,6/11/2024,Online,Home,Full Price,Platinum
463,38.78,4/11/2024,Online,Books,Discount,Silver
545,17.39,8/6/2023,In-store,Books,Full Price,Silver
276,22.96,10/5/2023,Online,Home,Full Price,Bronze
682,155.38,5/3/2024,In-store,Books,Discount,Silver
140,18.3,12/16/2023,In-store,Books,Full Price,Bronze
357,2.89,3/4/2024,Online,Groceries,Full Price,Platinum
713,99.25,12/2/2023,In-store,Books,Discount,Platinum
23,372.9,3/16/2024,In-store,Electronics,Discount,Gold
968,40.23,3/19/2024,In-store,Groceries,Full Price,Platinum
736,12.63,5/4/2024,Online,Electronics,Full Price,Bronze
880,84.49,7/17/2024,Online,Electronics,Full Price,Bronze
270,236.82,9/3/2023,Online,Home,Discount,Bronze
859,153.28,8/5/2023,Online,Books,Full Price,Bronze
665,97.42,2/9/2024,Online,Books,Discount,Platinum
333,37.84,5/3/2024,Online,Books,Full Price,Bronze
85,78.06,1/1/2024,Online,Books,Full Price,Gold
621,9.57,8/24/2023,Online,Groceries,Full Price,Gold
31,113.61,6/1/2024,Online,Apparel,Full Price,Bronze
741,129.13,8/3/2023,Online,Electronics,Discount,Bronze
240,335.33,12/25/2023,In-store,Apparel,Full Price,Bronze
890,30.16,6/1/2024,Online,Apparel,Return,Bronze
363,1.86,9/29/2023,In-store,Apparel,Full Price,Silver
822,78.88,2/17/2024,In-store,Groceries,Full Price,Silver
389,122.69,7/20/2024,Online,Apparel,Full Price,Silver
653,156.26,12/29/2023,Online,Groceries,Discount,Gold
668,21.53,5/16/2024,In-store,Home,Discount,Bronze
299,30.35,12/13/2023,Online,Home,Full Price,Bronze
857,71.87,4/11/2024,Online,Home,Return,Gold
371,40.14,5/27/2024,In-store,Groceries,Full Price,Bronze
99,196.98,2/1/2024,Online,Groceries,Discount,Bronze
47,64.2,1/10/2024,Online,Electronics,Discount,Gold
999,160.73,1/8/2024,In-store,Apparel,Discount,Platinum
839,86.9,10/20/2023,In-store,Books,Return,Platinum
422,148.32,4/18/2024,In-store,Books,Discount,Bronze
480,40.45,12/3/2023,Online,Apparel,Return,Silver
579,178.03,12/10/2023,In-store,Books,Full Price,Bronze
62,32.1,2/7/2024,Online,Books,Full Price,Platinum
109,78.99,1/3/2024,Online,Books,Discount,Bronze
679,24.08,7/1/2024,Online,Groceries,Discount,Bronze
549,64.54,12/10/2023,In-store,Groceries,Full Price,Gold
119,38.3,12/3/2023,Online,Groceries,Full Price,Platinum
598,31.02,3/1/2024,Online,Apparel,Discount,Silver
382,341.08,1/18/2024,In-store,Home,Return,Bronze
392,17.44,11/6/2023,In-store,Books,Full Price,Silver
977,154.8,2/13/2024,Online,Electronics,Full Price,Gold
52,414.55,8/10/2023,In-store,Groceries,Full Price,Silver
603,2.01,9/13/2023,Online,Electronics,Full Price,Bronze
289,120.07,8/31/2023,Online,Books,Discount,Bronze
337,29.16,12/13/2023,Online,Home,Return,Gold
810,4.13,1/30/2024,In-store,Electronics,Full Price,Silver
204,51.57,8/8/2023,In-store,Books,Full Price,Gold
880,273.67,10/31/2023,Online,Books,Discount,Bronze
238,1.18,6/30/2024,Online,Groceries,Full Price,Silver
382,88.65,2/6/2024,Online,Home,Full Price,Platinum
667,69.59,5/28/2024,Online,Books,Discount,Bronze
752,206.66,1/16/2024,In-store,Home,Discount,Silver
136,8.77,7/5/2024,In-store,Groceries,Full Price,Bronze
407,114.42,3/3/2024,In-store,Electronics,Discount,Bronze
508,113.98,10/3/2023,In-store,Apparel,Full Price,Gold
362,110.59,11/7/2023,In-store,Apparel,Full Price,Gold
381,285.31,5/8/2024,Online,Apparel,Full Price,Silver
881,173.21,5/27/2024,In-store,Home,Full Price,Bronze
576,4.29,3/21/2024,Online,Apparel,Full Price,Bronze
635,63.69,5/11/2024,Online,Electronics,Full Price,Platinum
254,50.74,9/17/2023,In-store,Books,Discount,Bronze
477,37.13,9/8/2023,In-store,Home,Discount,Gold
114,60.03,4/25/2024,Online,Electronics,Full Price,Bronze
20,48.48,5/20/2024,Online,Home,Full Price,Platinum
528,56.62,9/9/2023,Online,Home,Full Price,Platinum
145,387.58,7/2/2024,In-store,Home,Full Price,Bronze
208,9.28,3/29/2024,In-store,Groceries,Full Price,Gold
531,255.4,1/4/2024,In-store,Books,Discount,Bronze
376,65.44,11/3/2023,In-store,Apparel,Full Price,Bronze
504,97.75,1/1/2024,Online,Groceries,Full Price,Silver
904,177.3,3/21/2024,In-store,Books,Full Price,Silver
166,44.7,2/26/2024,Online,Apparel,Full Price,Bronze
550,56.29,6/15/2024,In-store,Groceries,Return,Silver
181,52.68,8/10/2023,In-store,Groceries,Full Price,Bronze
861,46.96,8/4/2023,In-store,Electronics,Full Price,Bronze
617,259.73,7/10/2024,Online,Groceries,Discount,Silver
612,176.57,5/10/2024,Online,Home,Full Price,Silver
602,11.54,12/11/2023,In-store,Groceries,Full Price,Silver
927,11.44,6/2/2024,Online,Home,Discount,Silver
812,55.84,1/26/2024,Online,Books,Discount,Gold
444,10.39,6/4/2024,In-store,Books,Full Price,Silver
332,96.52,11/16/2023,In-store,Home,Full Price,Bronze
503,15.51,2/21/2024,Online,Electronics,Discount,Silver
913,73.89,10/5/2023,In-store,Electronics,Full Price,Silver
79,0.72,9/30/2023,Online,Books,Full Price,Silver
585,38.07,7/30/2024,Online,Groceries,Full Price,Silver
935,113.07,11/4/2023,In-store,Books,Full Price,Bronze
938,66.17,3/11/2024,Online,Books,Full Price,Bronze
688,382.9,1/26/2024,In-store,Home,Full Price,Silver
396,207.23,8/15/2023,Online,Electronics,Discount,Bronze
608,44.48,8/26/2023,Online,Home,Full Price,Silver
857,4.66,12/21/2023,Online,Books,Full Price,Silver
103,186.84,2/3/2024,Online,Apparel,Full Price,Silver
402,242.18,7/9/2024,Online,Groceries,Discount,Silver
975,171.83,8/12/2023,Online,Books,Full Price,Bronze
224,13.69,6/25/2024,In-store,Home,Full Price,Platinum
518,617.31,4/16/2024,Online,Apparel,Full Price,Gold
634,29.92,10/9/2023,Online,Apparel,Full Price,Silver
236,128.81,12/16/2023,Online,Books,Return,Bronze
427,238.63,9/23/2023,In-store,Electronics,Full Price,Bronze
116,26.88,4/26/2024,Online,Apparel,Full Price,Silver
163,238.88,10/25/2023,Online,Groceries,Discount,Bronze
226,37.03,4/13/2024,Online,Home,Full Price,Bronze
230,374.71,6/25/2024,In-store,Home,Full Price,Bronze
182,33.03,6/22/2024,In-store,Home,Full Price,Silver
249,306.69,5/8/2024,In-store,Books,Discount,Silver
318,5.5,10/4/2023,Online,Home,Full Price,Silver
965,123.54,1/26/2024,Online,Home,Full Price,Gold
210,75.95,12/5/2023,Online,Groceries,Full Price,Bronze
656,64.99,8/9/2023,In-store,Electronics,Full Price,Silver
392,25.3,8/13/2023,Online,Books,Discount,Bronze
857,122.28,7/13/2024,In-store,Books,Discount,Silver
96,21.17,8/20/2023,In-store,Home,Discount,Silver
894,80.48,9/11/2023,Online,Groceries,Discount,Bronze
858,29.2,11/14/2023,Online,Apparel,Return,Bronze
756,311.5,2/25/2024,In-store,Home,Full Price,Gold
86,2.9,10/2/2023,Online,Home,Full Price,Bronze
415,22.28,4/11/2024,In-store,Books,Full Price,Silver
394,27.75,3/10/2024,In-store,Books,Full Price,Platinum
696,53.46,11/19/2023,Online,Home,Full Price,Silver
633,26.49,7/14/2024,Online,Books,Full Price,Gold
844,67.6,1/30/2024,Online,Groceries,Full Price,Gold
501,205.94,10/19/2023,Online,Apparel,Full Price,Bronze
604,124.5,3/23/2024,Online,Apparel,Return,Bronze
582,86.74,10/25/2023,Online,Apparel,Full Price,Gold
916,9.32,11/30/2023,Online,Home,Full Price,Gold
133,118.41,7/24/2024,In-store,Home,Discount,Bronze
791,18.2,1/21/2024,Online,Home,Full Price,Bronze
649,154.35,9/18/2023,Online,Groceries,Full Price,Bronze
314,28.78,7/25/2024,Online,Apparel,Full Price,Gold
699,53.97,3/18/2024,Online,Books,Discount,Silver
221,43.15,7/13/2024,In-store,Books,Discount,Platinum
976,195.77,3/15/2024,Online,Electronics,Full Price,Platinum
438,13.53,2/6/2024,In-store,Electronics,Full Price,Gold
46,83.39,7/21/2024,In-store,Books,Full Price,Silver
790,15.32,6/21/2024,In-store,Apparel,Full Price,Bronze
192,122.01,4/9/2024,In-store,Home,Return,Bronze
520,235.47,2/3/2024,In-store,Books,Discount,Silver
379,57.02,1/20/2024,Online,Books,Full Price,Bronze
788,66.96,1/18/2024,In-store,Electronics,Discount,Bronze
691,262.31,8/19/2023,In-store,Apparel,Full Price,Silver
334,73.6,12/20/2023,Online,Books,Return,Silver
39,66.86,9/5/2023,In-store,Home,Discount,Gold
293,86.35,9/13/2023,Online,Home,Full Price,Bronze
690,116.87,11/14/2023,Online,Groceries,Discount,Bronze
162,11.3,4/7/2024,Online,Home,Full Price,Silver
331,172.1,3/4/2024,Online,Books,Full Price,Platinum
886,57.18,4/5/2024,In-store,Books,Discount,Gold
104,7.51,2/18/2024,In-store,Home,Full Price,Bronze
161,154.26,11/23/2023,In-store,Electronics,Full Price,Bronze
799,47.31,11/8/2023,Online,Apparel,Discount,Platinum
635,10.58,6/18/2024,Online,Books,Discount,Bronze
54,100.45,2/2/2024,Online,Home,Full Price,Bronze
940,212.14,5/16/2024,In-store,Home,Full Price,Bronze
34,218.71,4/7/2024,Online,Books,Full Price,Silver
242,316.21,5/26/2024,In-store,Groceries,Full Price,Silver
967,202.27,7/19/2024,In-store,Apparel,Discount,Bronze
890,0.21,5/1/2024,Online,Books,Full Price,Silver
113,47.84,11/29/2023,Online,Home,Full Price,Bronze
318,170.67,11/8/2023,Online,Groceries,Full Price,Silver
23,45.61,3/15/2024,Online,Books,Full Price,Silver
558,92.02,8/26/2023,Online,Apparel,Discount,Silver
824,93.22,12/1/2023,In-store,Groceries,Full Price,Bronze
647,45.42,8/26/2023,In-store,Home,Full Price,Silver
118,234.84,11/2/2023,Online,Electronics,Discount,Silver
985,69.96,10/2/2023,Online,Apparel,Full Price,Silver
701,62.51,1/23/2024,Online,Groceries,Full Price,Silver
643,599.7,4/26/2024,In-store,Books,Full Price,Silver
934,68.02,9/5/2023,In-store,Books,Full Price,Bronze
212,19.65,1/9/2024,In-store,Groceries,Full Price,Bronze
418,71.96,3/17/2024,In-store,Books,Full Price,Bronze
113,168.21,5/16/2024,Online,Groceries,Full Price,Silver
44,150,6/25/2024,In-store,Apparel,Discount,Silver
128,155.39,10/20/2023,In-store,Books,Full Price,Gold
876,123.11,10/3/2023,Online,Apparel,Discount,Gold
158,29.33,3/19/2024,Online,Home,Discount,Gold
785,198.11,3/12/2024,In-store,Home,Full Price,Bronze
827,223.91,11/21/2023,Online,Home,Full Price,Bronze
394,21.59,6/14/2024,Online,Home,Full Price,Gold
867,13.98,11/20/2023,Online,Books,Full Price,Bronze
852,371.34,3/20/2024,In-store,Groceries,Return,Silver
512,202.74,10/16/2023,In-store,Books,Full Price,Bronze
914,223.71,1/6/2024,Online,Books,Discount,Platinum
45,217.49,4/22/2024,Online,Apparel,Discount,Silver
108,78.02,6/16/2024,In-store,Groceries,Full Price,Bronze
219,103.96,5/23/2024,In-store,Electronics,Full Price,Silver
443,78.83,3/18/2024,Online,Electronics,Full Price,Bronze
830,5.26,10/26/2023,Online,Groceries,Discount,Platinum
315,136.85,5/26/2024,In-store,Electronics,Discount,Bronze
177,70.39,7/28/2024,Online,Groceries,Full Price,Silver
228,104.33,12/21/2023,In-store,Apparel,Full Price,Bronze
703,69.84,7/31/2024,Online,Apparel,Full Price,Gold
983,67.69,10/16/2023,In-store,Books,Discount,Gold
672,18.85,4/14/2024,Online,Electronics,Return,Gold
906,32.67,11/10/2023,In-store,Groceries,Full Price,Gold
267,17.3,5/30/2024,Online,Apparel,Full Price,Bronze
870,21.77,11/9/2023,Online,Books,Full Price,Platinum
838,361.11,3/16/2024,Online,Electronics,Full Price,Silver
379,16.62,6/18/2024,Online,Electronics,Discount,Gold
489,31.37,11/13/2023,In-store,Electronics,Full Price,Silver
702,89.3,12/29/2023,Online,Apparel,Discount,Bronze
687,94.21,4/2/2024,In-store,Apparel,Full Price,Silver
290,16.72,3/2/2024,In-store,Electronics,Full Price,Bronze
996,157.85,1/1/2024,Online,Apparel,Full Price,Silver
357,153.81,12/11/2023,In-store,Electronics,Discount,Silver
657,27.09,8/16/2023,Online,Home,Discount,Bronze
744,34.06,4/12/2024,In-store,Apparel,Full Price,Platinum
872,278.04,8/6/2023,Online,Groceries,Full Price,Platinum
950,174.68,9/16/2023,Online,Apparel,Full Price,Gold
204,119.67,12/23/2023,In-store,Electronics,Full Price,Gold
213,8.58,12/19/2023,In-store,Groceries,Discount,Silver
552,54.17,1/4/2024,Online,Books,Full Price,Silver
787,81.94,5/22/2024,In-store,Groceries,Full Price,Bronze
323,20.75,8/7/2023,Online,Groceries,Discount,Platinum
594,59.46,5/4/2024,Online,Apparel,Full Price,Gold
181,91.89,11/13/2023,In-store,Groceries,Full Price,Gold
499,39.66,1/26/2024,Online,Groceries,Full Price,Platinum
320,151.84,4/11/2024,In-store,Electronics,Discount,Silver
83,183.54,12/6/2023,Online,Apparel,Full Price,Silver
303,39.1,11/19/2023,Online,Electronics,Full Price,Platinum
262,182.42,3/4/2024,Online,Apparel,Discount,Silver
784,10.93,3/27/2024,In-store,Books,Full Price,Silver
200,181.85,9/17/2023,Online,Groceries,Discount,Bronze
240,16.58,11/1/2023,Online,Apparel,Return,Silver
914,8.66,9/3/2023,In-store,Groceries,Discount,Gold
692,102.66,3/15/2024,Online,Groceries,Discount,Silver
944,63.85,4/20/2024,In-store,Home,Full Price,Silver
683,238.48,12/3/2023,In-store,Electronics,Full Price,Bronze
295,45.13,4/6/2024,In-store,Apparel,Discount,Silver
512,33.85,12/31/2023,Online,Books,Full Price,Platinum
689,69.46,7/15/2024,In-store,Home,Full Price,Bronze
881,60.87,2/4/2024,Online,Electronics,Discount,Bronze
396,42.22,12/21/2023,In-store,Books,Full Price,Bronze
749,118.33,11/5/2023,Online,Books,Full Price,Platinum
138,142.53,9/23/2023,In-store,Groceries,Discount,Silver
839,191.72,8/18/2023,In-store,Electronics,Discount,Platinum
878,360.66,3/20/2024,In-store,Home,Discount,Silver
823,31.01,4/9/2024,Online,Apparel,Discount,Silver
129,125.91,3/22/2024,In-store,Apparel,Discount,Gold
49,50.13,3/15/2024,Online,Home,Discount,Bronze
676,113.04,12/13/2023,Online,Groceries,Full Price,Bronze
789,64.62,5/1/2024,Online,Groceries,Discount,Silver
293,507.89,11/8/2023,Online,Books,Full Price,Bronze
628,130.53,4/24/2024,Online,Electronics,Full Price,Bronze
536,304.68,1/7/2024,Online,Books,Full Price,Bronze
311,180.16,7/24/2024,In-store,Apparel,Full Price,Bronze
537,233.2,9/15/2023,In-store,Home,Full Price,Bronze
903,168.43,4/30/2024,Online,Electronics,Full Price,Gold
639,61.46,2/25/2024,Online,Home,Full Price,Bronze
234,29.01,8/7/2023,In-store,Electronics,Full Price,Bronze
209,46.25,4/24/2024,In-store,Apparel,Full Price,Bronze
605,2.04,12/20/2023,Online,Apparel,Discount,Silver
94,74.23,8/27/2023,In-store,Electronics,Discount,Silver
327,70.33,1/6/2024,Online,Groceries,Discount,Gold
225,74.5,5/20/2024,In-store,Electronics,Full Price,Gold
967,365.09,6/3/2024,In-store,Apparel,Discount,Bronze
890,242.42,10/19/2023,In-store,Home,Full Price,Bronze
792,17.64,5/29/2024,In-store,Books,Full Price,Bronze
11,46.03,11/19/2023,In-store,Home,Discount,Platinum
329,55.16,6/14/2024,Online,Apparel,Discount,Silver
12,44.71,10/27/2023,Online,Home,Discount,Bronze
35,160.19,1/16/2024,In-store,Groceries,Discount,Bronze
447,74.24,2/25/2024,Online,Groceries,Full Price,Silver
452,84.89,9/25/2023,Online,Electronics,Discount,Bronze
740,191.74,7/25/2024,In-store,Home,Discount,Gold
220,163.95,11/27/2023,Online,Home,Discount,Silver
441,14.18,12/13/2023,Online,Apparel,Discount,Silver
653,125.15,4/17/2024,In-store,Electronics,Full Price,Silver
535,57.17,4/25/2024,Online,Electronics,Full Price,Bronze
595,34.91,11/7/2023,In-store,Home,Full Price,Silver
229,5.13,6/2/2024,In-store,Books,Full Price,Gold
935,66.8,9/28/2023,Online,Home,Full Price,Bronze
344,43.92,3/14/2024,In-store,Home,Full Price,Silver
80,28.97,9/8/2023,Online,Home,Return,Gold
353,118.64,1/24/2024,Online,Groceries,Discount,Bronze
396,146.74,3/29/2024,In-store,Electronics,Discount,Silver
290,28.08,2/20/2024,Online,Groceries,Full Price,Bronze
455,5.07,6/2/2024,Online,Books,Full Price,Gold
843,188.88,7/1/2024,Online,Apparel,Discount,Bronze
671,1,9/3/2023,Online,Books,Full Price,Silver
989,276.64,5/17/2024,Online,Electronics,Discount,Bronze
128,98.78,12/2/2023,Online,Apparel,Return,Bronze
702,38.84,9/19/2023,Online,Books,Full Price,Gold
909,28.3,11/17/2023,In-store,Electronics,Discount,Silver
543,0.9,1/24/2024,Online,Books,Full Price,Gold
898,26.85,9/21/2023,In-store,Apparel,Discount,Silver
359,14.82,10/10/2023,In-store,Apparel,Full Price,Silver
527,94.72,2/6/2024,Online,Books,Full Price,Gold
313,18.22,10/18/2023,In-store,Groceries,Discount,Bronze
75,75.21,10/12/2023,In-store,Books,Discount,Bronze
546,89.19,8/19/2023,In-store,Books,Discount,Bronze
871,35.39,1/7/2024,Online,Books,Full Price,Bronze
196,3.57,12/30/2023,In-store,Groceries,Discount,Bronze
843,3.8,8/23/2023,In-store,Home,Discount,Platinum
